日付,商品名,カテゴリ,担当者,地域,数量,売上金額,利益率(%)
2022-08-06,エンタープライズERP,Software,中島 健太,名古屋,1,8394883,80.6
2022-08-15,年間保守契約,Support,渡辺 浩二,東京,1,1688326,81.4
2022-08-15,年間保守契約,Support,斎藤 里奈,大阪,1,1307769,82.2
2022-08-18,トレーニング・研修,Service,中島 健太,東京,1,565033,65.5
2022-08-19,クラウド移行支援,Consulting,伊藤 大介,大阪,1,4053392,73.8
2022-08-19,クラウド移行支援,Consulting,橋本 彩子,仙台,1,5916134,75.3
2022-08-23,セキュリティ監査,Consulting,伊藤 大介,仙台,1,2748748,73.1
2022-09-06,クラウド移行支援,Consulting,橋本 彩子,東京,1,4004443,75.6
2022-09-08,クラウド移行支援,Consulting,斎藤 里奈,名古屋,1,5008381,74.1
2022-09-11,ヘルプデスク運用,Support,渡辺 浩二,名古屋,1,360308,70.3
2022-09-13,エンタープライズERP,Software,橋本 彩子,名古屋,1,6659889,81.2
2022-09-14,年間保守契約,Support,斎藤 里奈,広島,1,1241669,82.5
2022-09-17,データ分析基盤構築,Software,中島 健太,仙台,1,4440876,78.6
2022-09-17,エンタープライズERP,Software,小林 美咲,名古屋,1,5872836,80.4
2022-09-17,エンタープライズERP,Software,小林 美咲,名古屋,1,6558688,81.1
2022-09-17,エンタープライズERP,Software,中島 健太,東京,1,8935553,79.9
2022-09-20,エンタープライズERP,Software,橋本 彩子,広島,1,9076284,80.9
2022-09-21,クラウド移行支援,Consulting,斎藤 里奈,広島,1,6632373,74.7
2022-09-21,セキュリティ監査,Consulting,伊藤 大介,広島,1,2016183,71.2
2022-09-23,クラウド移行支援,Consulting,木村 誠司,広島,1,5162759,75.5
2022-09-26,ライセンス（追加）,License,小林 美咲,広島,1,644466,52.2
2022-09-28,クラウド移行支援,Consulting,橋本 彩子,仙台,1,5985927,76.7
2022-10-01,年間保守契約,Support,斎藤 里奈,福岡,1,1703110,80.9
2022-10-02,年間保守契約,Support,小林 美咲,名古屋,1,1404596,81.5
2022-10-12,年間保守契約,Support,渡辺 浩二,福岡,1,1569358,83.0
2022-10-15,トレーニング・研修,Service,小林 美咲,広島,1,599308,62.7
2022-10-17,ヘルプデスク運用,Support,渡辺 浩二,広島,1,377750,70.1
2022-10-18,データ分析基盤構築,Software,木村 誠司,名古屋,1,3322316,77.6
2022-10-21,クラウド移行支援,Consulting,橋本 彩子,仙台,1,5434258,74.0
2022-10-26,セキュリティ監査,Consulting,伊藤 大介,広島,1,1975772,72.2
2022-11-01,セキュリティ監査,Consulting,木村 誠司,名古屋,1,2695496,70.2
2022-11-03,ヘルプデスク運用,Support,木村 誠司,福岡,1,371992,71.0
2022-11-05,ライセンス（追加）,License,橋本 彩子,名古屋,1,894516,52.7
2022-11-05,クラウド移行支援,Consulting,橋本 彩子,大阪,1,5830639,75.7
2022-11-09,年間保守契約,Support,渡辺 浩二,福岡,1,1239239,80.9
2022-11-10,ライセンス（追加）,License,橋本 彩子,広島,1,834664,55.5
2022-11-10,年間保守契約,Support,斎藤 里奈,仙台,1,1015262,82.7
2022-11-17,エンタープライズERP,Software,橋本 彩子,広島,1,8315814,81.1
2022-11-27,ライセンス（追加）,License,小林 美咲,福岡,1,818822,54.0
2022-11-28,データ分析基盤構築,Software,渡辺 浩二,広島,1,4700785,76.5
2022-11-28,ライセンス（追加）,License,渡辺 浩二,大阪,1,917637,57.2
2022-12-01,セキュリティ監査,Consulting,橋本 彩子,仙台,1,2558358,70.9
2022-12-05,年間保守契約,Support,伊藤 大介,大阪,1,1036394,81.3
2022-12-06,ライセンス（追加）,License,中島 健太,仙台,1,640435,54.3
2022-12-07,エンタープライズERP,Software,橋本 彩子,広島,1,8679312,81.1
2022-12-07,ヘルプデスク運用,Support,伊藤 大介,広島,1,357815,69.2
2022-12-08,エンタープライズERP,Software,渡辺 浩二,大阪,1,8373256,78.7
2022-12-09,ライセンス（追加）,License,木村 誠司,東京,1,857155,58.1
2022-12-11,年間保守契約,Support,橋本 彩子,広島,1,1524998,81.4
2022-12-12,クラウド移行支援,Consulting,斎藤 里奈,福岡,1,4191415,76.0
2022-12-13,年間保守契約,Support,渡辺 浩二,福岡,1,1474694,82.5
2022-12-16,年間保守契約,Support,渡辺 浩二,名古屋,1,1506027,82.9
2022-12-17,エンタープライズERP,Software,橋本 彩子,福岡,1,10629456,79.4
2022-12-17,年間保守契約,Support,橋本 彩子,広島,1,1333398,82.5
2022-12-22,クラウド移行支援,Consulting,中島 健太,名古屋,1,5103810,74.3
2022-12-23,年間保守契約,Support,伊藤 大介,広島,1,1273816,83.0
2022-12-25,年間保守契約,Support,斎藤 里奈,福岡,1,1068244,83.0
2023-01-02,ライセンス（追加）,License,斎藤 里奈,東京,1,874864,56.2
2023-01-04,年間保守契約,Support,伊藤 大介,広島,1,1436735,81.9
2023-01-05,データ分析基盤構築,Software,中島 健太,福岡,1,4529644,78.8
2023-01-09,年間保守契約,Support,中島 健太,広島,1,1327648,82.4
2023-01-14,年間保守契約,Support,橋本 彩子,東京,1,1313689,81.2
2023-01-16,ヘルプデスク運用,Support,小林 美咲,東京,1,351046,69.9
2023-01-17,年間保守契約,Support,木村 誠司,福岡,1,1358227,81.8
2023-01-19,データ分析基盤構築,Software,木村 誠司,広島,1,4959313,76.5
2023-01-20,クラウド移行支援,Consulting,伊藤 大介,東京,1,4780985,74.4
2023-01-22,年間保守契約,Support,斎藤 里奈,福岡,1,1441657,81.9
2023-01-22,セキュリティ監査,Consulting,中島 健太,名古屋,1,2949285,73.3
2023-01-24,年間保守契約,Support,木村 誠司,東京,1,1199462,83.2
2023-01-28,エンタープライズERP,Software,斎藤 里奈,東京,1,9358887,80.2
2023-02-01,データ分析基盤構築,Software,伊藤 大介,東京,1,4098453,78.4
2023-02-07,データ分析基盤構築,Software,渡辺 浩二,福岡,1,3001993,77.2
2023-02-07,セキュリティ監査,Consulting,斎藤 里奈,広島,1,2437560,70.9
2023-02-10,ライセンス（追加）,License,伊藤 大介,福岡,1,965794,54.2
2023-02-10,年間保守契約,Support,伊藤 大介,名古屋,1,1416813,81.9
2023-02-11,ライセンス（追加）,License,斎藤 里奈,東京,1,737066,51.9
2023-02-11,ライセンス（追加）,License,木村 誠司,福岡,1,934077,55.5
2023-02-11,ヘルプデスク運用,Support,渡辺 浩二,東京,1,304782,69.9
2023-02-19,年間保守契約,Support,木村 誠司,名古屋,1,1397746,82.3
2023-02-21,年間保守契約,Support,渡辺 浩二,仙台,1,1296555,81.5
2023-03-09,年間保守契約,Support,橋本 彩子,東京,1,1130418,81.2
2023-03-10,エンタープライズERP,Software,小林 美咲,大阪,1,8473924,79.7
2023-03-14,セキュリティ監査,Consulting,渡辺 浩二,広島,1,2802015,73.6
2023-03-16,データ分析基盤構築,Software,中島 健太,東京,1,4019753,76.8
2023-03-19,ヘルプデスク運用,Support,小林 美咲,仙台,1,331171,69.9
2023-03-24,ライセンス（追加）,License,小林 美咲,東京,1,603206,55.9
2023-03-25,年間保守契約,Support,伊藤 大介,大阪,1,1571637,81.7
2023-03-26,年間保守契約,Support,中島 健太,名古屋,1,1427613,81.8
2023-03-27,年間保守契約,Support,小林 美咲,福岡,1,1359798,81.7
2023-03-28,クラウド移行支援,Consulting,斎藤 里奈,福岡,1,5164974,73.8
2023-04-03,データ分析基盤構築,Software,橋本 彩子,仙台,1,3410049,77.1
2023-04-03,ライセンス（追加）,License,渡辺 浩二,福岡,1,614704,53.0
2023-04-09,エンタープライズERP,Software,中島 健太,大阪,1,8704075,79.4
2023-04-09,ライセンス（追加）,License,渡辺 浩二,東京,1,994245,53.4
2023-04-14,ライセンス（追加）,License,中島 健太,名古屋,1,631303,52.6
2023-04-19,クラウド移行支援,Consulting,木村 誠司,福岡,1,5443377,74.3
2023-04-19,クラウド移行支援,Consulting,木村 誠司,東京,1,4956537,74.9
2023-04-20,ヘルプデスク運用,Support,小林 美咲,福岡,1,256856,70.8
2023-04-21,トレーニング・研修,Service,小林 美咲,大阪,1,556868,63.6
2023-04-21,セキュリティ監査,Consulting,渡辺 浩二,広島,1,1759516,73.8
2023-04-23,クラウド移行支援,Consulting,渡辺 浩二,広島,1,4091818,73.7
2023-04-24,ライセンス（追加）,License,小林 美咲,東京,1,941187,53.2
2023-04-24,セキュリティ監査,Consulting,橋本 彩子,福岡,1,2097724,73.5
2023-05-01,クラウド移行支援,Consulting,伊藤 大介,広島,1,3696770,75.9
2023-05-04,クラウド移行支援,Consulting,木村 誠司,広島,1,6037206,74.0
2023-05-05,トレーニング・研修,Service,木村 誠司,名古屋,1,601706,66.3
2023-05-06,エンタープライズERP,Software,木村 誠司,福岡,1,9254888,79.7
2023-05-12,年間保守契約,Support,伊藤 大介,広島,1,1601467,81.8
2023-05-15,年間保守契約,Support,木村 誠司,東京,1,1429245,81.1
2023-05-23,ヘルプデスク運用,Support,斎藤 里奈,広島,1,368397,71.8
2023-05-23,ヘルプデスク運用,Support,橋本 彩子,大阪,1,265692,68.7
2023-05-27,ライセンス（追加）,License,渡辺 浩二,名古屋,1,834911,55.5
2023-05-28,クラウド移行支援,Consulting,橋本 彩子,仙台,1,4192811,73.9
2023-06-02,ヘルプデスク運用,Support,小林 美咲,仙台,1,332464,70.7
2023-06-05,年間保守契約,Support,斎藤 里奈,名古屋,1,1525647,80.9
2023-06-06,クラウド移行支援,Consulting,小林 美咲,仙台,1,5818052,74.8
2023-06-09,セキュリティ監査,Consulting,伊藤 大介,名古屋,1,1772254,73.3
2023-06-10,ライセンス（追加）,License,斎藤 里奈,広島,1,872114,52.1
2023-06-15,ヘルプデスク運用,Support,中島 健太,広島,1,249189,70.2
2023-06-15,エンタープライズERP,Software,斎藤 里奈,東京,1,9747010,79.0
2023-06-15,クラウド移行支援,Consulting,斎藤 里奈,東京,1,6041781,73.5
2023-06-16,年間保守契約,Support,渡辺 浩二,福岡,1,1093992,82.5
2023-06-19,データ分析基盤構築,Software,橋本 彩子,福岡,1,4954046,78.8
2023-06-22,トレーニング・研修,Service,小林 美咲,福岡,1,482097,66.7
2023-06-22,年間保守契約,Support,小林 美咲,東京,1,1403425,81.8
2023-07-05,年間保守契約,Support,小林 美咲,名古屋,1,1558035,81.9
2023-07-10,クラウド移行支援,Consulting,小林 美咲,仙台,1,4922147,74.4
2023-07-13,ライセンス（追加）,License,斎藤 里奈,名古屋,1,913620,55.5
2023-07-13,トレーニング・研修,Service,渡辺 浩二,大阪,1,506314,63.7
2023-07-14,年間保守契約,Support,小林 美咲,名古屋,1,1146416,81.4
2023-07-16,年間保守契約,Support,伊藤 大介,広島,1,1490881,83.0
2023-07-17,セキュリティ監査,Consulting,木村 誠司,仙台,1,2651343,73.6
2023-07-19,データ分析基盤構築,Software,木村 誠司,仙台,1,3314641,77.3
2023-07-21,トレーニング・研修,Service,斎藤 里奈,東京,1,320293,65.8
2023-07-25,年間保守契約,Support,斎藤 里奈,名古屋,1,1490861,80.9
2023-07-28,トレーニング・研修,Service,中島 健太,大阪,1,502554,67.1
2023-07-28,ヘルプデスク運用,Support,木村 誠司,広島,1,227498,68.7
2023-08-01,クラウド移行支援,Consulting,木村 誠司,広島,1,4875439,75.2
2023-08-01,クラウド移行支援,Consulting,斎藤 里奈,東京,1,3974368,74.5
2023-08-07,エンタープライズERP,Software,斎藤 里奈,広島,1,8233533,80.7
2023-08-10,ライセンス（追加）,License,中島 健太,福岡,1,549335,55.5
2023-08-10,データ分析基盤構築,Software,小林 美咲,大阪,1,4466779,78.2
2023-08-16,エンタープライズERP,Software,斎藤 里奈,東京,1,6518106,79.8
2023-08-18,年間保守契約,Support,渡辺 浩二,東京,1,1435678,82.0
2023-08-20,年間保守契約,Support,小林 美咲,福岡,1,1371847,81.2
2023-08-21,年間保守契約,Support,斎藤 里奈,福岡,1,1307614,81.7
2023-08-26,データ分析基盤構築,Software,渡辺 浩二,東京,1,3412580,79.5
2023-08-28,データ分析基盤構築,Software,斎藤 里奈,大阪,1,3942861,77.9
2023-09-01,年間保守契約,Support,斎藤 里奈,大阪,1,1022242,81.5
2023-09-04,ライセンス（追加）,License,橋本 彩子,広島,1,817500,56.9
2023-09-05,クラウド移行支援,Consulting,中島 健太,福岡,1,4406482,75.3
2023-09-06,エンタープライズERP,Software,中島 健太,仙台,1,5326036,81.2
2023-09-15,セキュリティ監査,Consulting,斎藤 里奈,東京,1,1689976,70.8
2023-09-16,年間保守契約,Support,渡辺 浩二,名古屋,1,1282047,81.3
2023-09-16,クラウド移行支援,Consulting,渡辺 浩二,大阪,1,5023425,76.6
2023-09-17,セキュリティ監査,Consulting,斎藤 里奈,広島,1,2450066,73.4
2023-09-22,セキュリティ監査,Consulting,小林 美咲,広島,1,2174538,72.1
2023-09-23,セキュリティ監査,Consulting,中島 健太,福岡,1,2609696,71.4
2023-09-24,ヘルプデスク運用,Support,木村 誠司,広島,1,358521,71.4
2023-09-25,年間保守契約,Support,橋本 彩子,福岡,1,1288443,81.3
2023-09-25,ヘルプデスク運用,Support,木村 誠司,東京,1,384334,69.5
2023-09-28,トレーニング・研修,Service,伊藤 大介,仙台,1,468304,64.0
2023-09-28,クラウド移行支援,Consulting,中島 健太,広島,1,3735611,76.3
2023-10-05,年間保守契約,Support,斎藤 里奈,大阪,1,1421394,82.3
2023-10-10,年間保守契約,Support,小林 美咲,広島,1,917075,82.4
2023-10-14,年間保守契約,Support,伊藤 大介,東京,1,1520174,81.1
2023-10-19,年間保守契約,Support,小林 美咲,広島,1,1663559,81.1
2023-10-21,ヘルプデスク運用,Support,小林 美咲,広島,1,392470,68.0
2023-10-21,クラウド移行支援,Consulting,木村 誠司,福岡,1,5138157,74.2
2023-10-23,ライセンス（追加）,License,斎藤 里奈,福岡,1,620718,52.6
2023-10-23,クラウド移行支援,Consulting,伊藤 大介,広島,1,4933403,75.4
2023-10-24,セキュリティ監査,Consulting,小林 美咲,大阪,1,2713264,71.8
2023-10-25,クラウド移行支援,Consulting,小林 美咲,大阪,1,4782354,73.6
2023-10-26,データ分析基盤構築,Software,中島 健太,広島,1,3664055,78.9
2023-10-27,トレーニング・研修,Service,中島 健太,名古屋,1,534078,66.7
2023-11-04,年間保守契約,Support,小林 美咲,大阪,1,1582886,83.2
2023-11-05,年間保守契約,Support,伊藤 大介,広島,1,1188749,82.1
2023-11-07,トレーニング・研修,Service,橋本 彩子,広島,1,538547,66.9
2023-11-09,年間保守契約,Support,伊藤 大介,福岡,1,1239300,80.7
2023-11-10,年間保守契約,Support,渡辺 浩二,福岡,1,1276869,82.9
2023-11-10,セキュリティ監査,Consulting,伊藤 大介,福岡,1,1972924,70.9
2023-11-14,クラウド移行支援,Consulting,木村 誠司,東京,1,4359152,75.7
2023-11-18,エンタープライズERP,Software,小林 美咲,東京,1,7759045,81.2
2023-11-20,年間保守契約,Support,小林 美咲,仙台,1,939178,82.7
2023-11-24,年間保守契約,Support,渡辺 浩二,広島,1,1297795,82.8
2023-11-27,データ分析基盤構築,Software,橋本 彩子,大阪,1,3004165,78.0
2023-12-01,ヘルプデスク運用,Support,木村 誠司,福岡,1,283677,71.0
2023-12-02,エンタープライズERP,Software,斎藤 里奈,東京,1,8654306,80.9
2023-12-04,エンタープライズERP,Software,木村 誠司,仙台,1,8283216,81.0
2023-12-05,エンタープライズERP,Software,斎藤 里奈,名古屋,1,8477138,78.8
2023-12-07,ヘルプデスク運用,Support,橋本 彩子,広島,1,389282,69.7
2023-12-11,年間保守契約,Support,小林 美咲,名古屋,1,1338136,81.5
2023-12-14,ヘルプデスク運用,Support,木村 誠司,福岡,1,319297,69.4
2023-12-14,年間保守契約,Support,伊藤 大介,福岡,1,1281643,81.2
2023-12-19,ライセンス（追加）,License,橋本 彩子,福岡,1,901862,55.0
2023-12-21,クラウド移行支援,Consulting,伊藤 大介,大阪,1,4805512,76.3
2023-12-22,ヘルプデスク運用,Support,木村 誠司,大阪,1,382721,69.4
2023-12-22,クラウド移行支援,Consulting,橋本 彩子,東京,1,5548360,75.6
2023-12-25,年間保守契約,Support,斎藤 里奈,仙台,1,1314296,83.0
2023-12-27,データ分析基盤構築,Software,伊藤 大介,名古屋,1,4454581,77.3
2023-12-27,年間保守契約,Support,橋本 彩子,広島,1,1459519,82.6
2024-01-03,トレーニング・研修,Service,伊藤 大介,大阪,1,476565,66.8
2024-01-03,トレーニング・研修,Service,中島 健太,仙台,1,463525,63.5
2024-01-12,トレーニング・研修,Service,橋本 彩子,福岡,1,397011,63.8
2024-01-16,クラウド移行支援,Consulting,小林 美咲,広島,1,6152678,76.7
2024-01-19,ヘルプデスク運用,Support,伊藤 大介,福岡,1,276274,71.3
2024-01-20,クラウド移行支援,Consulting,渡辺 浩二,東京,1,6596186,76.3
2024-01-21,年間保守契約,Support,小林 美咲,東京,1,1453357,81.0
2024-01-22,ヘルプデスク運用,Support,橋本 彩子,福岡,1,304016,69.2
2024-01-27,ライセンス（追加）,License,斎藤 里奈,仙台,1,869320,57.0
2024-02-07,ライセンス（追加）,License,中島 健太,広島,1,531328,52.0
2024-02-08,データ分析基盤構築,Software,木村 誠司,福岡,1,3514523,78.5
2024-02-09,セキュリティ監査,Consulting,斎藤 里奈,仙台,1,2222385,73.9
2024-02-13,年間保守契約,Support,渡辺 浩二,広島,1,1289673,82.9
2024-02-14,セキュリティ監査,Consulting,橋本 彩子,仙台,1,2886283,71.5
2024-02-14,ヘルプデスク運用,Support,木村 誠司,東京,1,375341,69.8
2024-02-14,エンタープライズERP,Software,渡辺 浩二,東京,1,6259449,80.1
2024-02-15,データ分析基盤構築,Software,木村 誠司,福岡,1,3876869,76.6
2024-02-20,年間保守契約,Support,木村 誠司,名古屋,1,1492158,81.6
2024-02-21,クラウド移行支援,Consulting,木村 誠司,東京,1,5374036,73.9
2024-02-24,クラウド移行支援,Consulting,橋本 彩子,広島,1,5301271,76.5
2024-02-25,エンタープライズERP,Software,伊藤 大介,仙台,1,8867223,81.1
2024-03-01,ライセンス（追加）,License,伊藤 大介,東京,1,822758,55.4
2024-03-01,年間保守契約,Support,伊藤 大介,広島,1,1290543,81.3
2024-03-01,年間保守契約,Support,小林 美咲,大阪,1,1255647,82.1
2024-03-08,エンタープライズERP,Software,伊藤 大介,仙台,1,8145663,80.2
2024-03-11,クラウド移行支援,Consulting,橋本 彩子,広島,1,5368539,74.3
2024-03-11,年間保守契約,Support,伊藤 大介,名古屋,1,1176584,82.9
2024-03-11,クラウド移行支援,Consulting,中島 健太,広島,1,5239181,75.3
2024-03-12,クラウド移行支援,Consulting,斎藤 里奈,福岡,1,4742592,75.2
2024-03-16,セキュリティ監査,Consulting,渡辺 浩二,仙台,1,1732132,72.5
2024-03-19,クラウド移行支援,Consulting,斎藤 里奈,仙台,1,4996520,74.1
2024-04-03,ライセンス（追加）,License,橋本 彩子,東京,1,713108,54.9
2024-04-04,エンタープライズERP,Software,渡辺 浩二,大阪,1,7149130,80.7
2024-04-07,データ分析基盤構築,Software,橋本 彩子,名古屋,1,3456731,76.8
2024-04-07,ヘルプデスク運用,Support,斎藤 里奈,大阪,1,292504,70.8
2024-04-07,トレーニング・研修,Service,木村 誠司,大阪,1,584437,63.0
2024-04-08,年間保守契約,Support,渡辺 浩二,広島,1,1293427,81.0
2024-04-14,クラウド移行支援,Consulting,斎藤 里奈,福岡,1,5312527,75.5
2024-04-19,エンタープライズERP,Software,斎藤 里奈,大阪,1,7909137,79.2
2024-04-20,ライセンス（追加）,License,斎藤 里奈,広島,1,671767,57.2
2024-04-23,クラウド移行支援,Consulting,斎藤 里奈,福岡,1,4249802,75.3
2024-04-23,ヘルプデスク運用,Support,渡辺 浩二,名古屋,1,307167,68.0
2024-04-25,ライセンス（追加）,License,小林 美咲,仙台,1,727367,54.9
2024-04-28,クラウド移行支援,Consulting,伊藤 大介,名古屋,1,5775305,75.6
2024-05-09,ライセンス（追加）,License,橋本 彩子,東京,1,817614,55.9
2024-05-10,年間保守契約,Support,小林 美咲,広島,1,1559386,82.8
2024-05-10,データ分析基盤構築,Software,渡辺 浩二,仙台,1,3985099,77.1
2024-05-11,トレーニング・研修,Service,中島 健太,東京,1,429812,66.5
2024-05-18,データ分析基盤構築,Software,渡辺 浩二,東京,1,4791682,78.7
2024-05-22,クラウド移行支援,Consulting,中島 健太,名古屋,1,3461606,75.3
2024-05-24,トレーニング・研修,Service,小林 美咲,大阪,1,536687,64.9
2024-05-25,セキュリティ監査,Consulting,小林 美咲,東京,1,2979842,72.0
2024-05-28,トレーニング・研修,Service,伊藤 大介,東京,1,436467,64.6
2024-06-07,セキュリティ監査,Consulting,斎藤 里奈,東京,1,1726059,70.2
2024-06-08,エンタープライズERP,Software,渡辺 浩二,広島,1,9052694,80.1
2024-06-10,ライセンス（追加）,License,伊藤 大介,大阪,1,750445,53.8
2024-06-14,セキュリティ監査,Consulting,斎藤 里奈,大阪,1,3017257,73.5
2024-06-18,データ分析基盤構築,Software,橋本 彩子,東京,1,4852592,77.7
2024-06-26,クラウド移行支援,Consulting,伊藤 大介,仙台,1,6106385,75.4
2024-06-27,セキュリティ監査,Consulting,斎藤 里奈,仙台,1,2899302,71.9
2024-06-28,年間保守契約,Support,橋本 彩子,大阪,1,1306689,82.5
2024-07-03,ライセンス（追加）,License,渡辺 浩二,広島,1,982294,55.3
2024-07-04,データ分析基盤構築,Software,斎藤 里奈,広島,1,4292990,79.4
2024-07-06,エンタープライズERP,Software,木村 誠司,広島,1,9569352,79.5
2024-07-06,エンタープライズERP,Software,渡辺 浩二,大阪,1,7510916,80.1
2024-07-06,データ分析基盤構築,Software,小林 美咲,仙台,1,4063176,77.4
2024-07-11,エンタープライズERP,Software,小林 美咲,福岡,1,8140391,80.3
2024-07-21,エンタープライズERP,Software,伊藤 大介,名古屋,1,6239985,81.2
2024-07-22,クラウド移行支援,Consulting,伊藤 大介,大阪,1,5324907,76.6
2024-07-24,エンタープライズERP,Software,斎藤 里奈,福岡,1,8916531,81.2
2024-07-25,トレーニング・研修,Service,伊藤 大介,東京,1,402795,67.1
2024-07-27,データ分析基盤構築,Software,渡辺 浩二,大阪,1,3453530,79.5
2024-07-27,トレーニング・研修,Service,中島 健太,大阪,1,440825,66.6
2024-08-03,ヘルプデスク運用,Support,橋本 彩子,東京,1,385654,68.6
