日付,商品名,カテゴリ,担当者,地域,数量,売上金額,利益率(%)
2023-03-24,研修・ワークショップ,教育,吉村 正一,東京,1,507503,62.8
2023-04-06,業務プロセス改革,BPR,河野 裕樹,名古屋,1,4022328,73.1
2023-04-09,調査・レポート作成,調査,坂本 賢二,海外（アジア）,1,1031884,65.7
2023-04-11,IT戦略ロードマップ,戦略,竹内 綾子,海外（アジア）,1,3111958,76.2
2023-04-11,M&Aデューデリ,M&A,吉村 正一,福岡,1,2712315,79.4
2023-04-14,組織変革コンサル,人材,河野 裕樹,名古屋,1,1399933,71.0
2023-04-15,組織変革コンサル,人材,河野 裕樹,東京,1,1514736,70.4
2023-04-18,調査・レポート作成,調査,坂本 賢二,大阪,1,638326,63.0
2023-04-27,調査・レポート作成,調査,吉村 正一,名古屋,1,668702,62.8
2023-04-28,DX戦略策定,戦略,竹内 綾子,名古屋,1,5541858,79.2
2023-05-03,研修・ワークショップ,教育,森田 千夏,海外（アジア）,1,903489,60.9
2023-05-11,研修・ワークショップ,教育,河野 裕樹,名古屋,1,469773,60.4
2023-05-16,調査・レポート作成,調査,竹内 綾子,福岡,1,682433,66.5
2023-05-19,DX戦略策定,戦略,竹内 綾子,名古屋,1,4184106,77.5
2023-05-21,IT戦略ロードマップ,戦略,吉村 正一,大阪,1,2464694,76.4
2023-05-22,M&Aデューデリ,M&A,竹内 綾子,東京,1,4274204,80.0
2023-05-22,業務プロセス改革,BPR,森田 千夏,福岡,1,3856388,74.4
2023-05-22,データ活用支援,データ,吉村 正一,名古屋,1,1696581,72.2
2023-05-25,IT戦略ロードマップ,戦略,河野 裕樹,福岡,1,3604976,76.6
2023-06-04,組織変革コンサル,人材,坂本 賢二,海外（アジア）,1,2071708,71.6
2023-06-06,データ活用支援,データ,坂本 賢二,福岡,1,1173240,74.0
2023-06-08,PMO支援,PM,河野 裕樹,東京,1,1144851,70.4
2023-06-17,M&Aデューデリ,M&A,長谷川 亮,福岡,1,3981766,79.3
2023-06-18,研修・ワークショップ,教育,長谷川 亮,大阪,1,663361,64.5
2023-06-23,DX戦略策定,戦略,河野 裕樹,名古屋,1,4468976,77.8
2023-06-24,業務プロセス改革,BPR,吉村 正一,福岡,1,2489438,75.3
2023-06-26,DX戦略策定,戦略,森田 千夏,東京,1,4817751,78.6
2023-07-02,研修・ワークショップ,教育,森田 千夏,名古屋,1,469846,60.7
2023-07-04,PMO支援,PM,長谷川 亮,名古屋,1,1382089,68.7
2023-07-07,データ活用支援,データ,坂本 賢二,名古屋,1,1730719,73.3
2023-07-08,M&Aデューデリ,M&A,河野 裕樹,福岡,1,3150385,80.0
2023-07-09,M&Aデューデリ,M&A,長谷川 亮,海外（アジア）,1,4469112,80.6
2023-07-10,DX戦略策定,戦略,長谷川 亮,海外（アジア）,1,7712184,78.4
2023-07-16,調査・レポート作成,調査,坂本 賢二,大阪,1,972143,65.5
2023-07-23,調査・レポート作成,調査,吉村 正一,福岡,1,672317,62.7
2023-07-28,研修・ワークショップ,教育,吉村 正一,名古屋,1,752900,60.6
2023-08-01,組織変革コンサル,人材,河野 裕樹,東京,1,2126552,72.8
2023-08-03,調査・レポート作成,調査,森田 千夏,大阪,1,1146585,66.7
2023-08-04,M&Aデューデリ,M&A,吉村 正一,福岡,1,4494799,79.6
2023-08-05,組織変革コンサル,人材,吉村 正一,大阪,1,1363963,72.9
2023-08-07,PMO支援,PM,竹内 綾子,東京,1,1775937,70.7
2023-08-09,業務プロセス改革,BPR,森田 千夏,福岡,1,2233315,74.6
2023-08-10,業務プロセス改革,BPR,河野 裕樹,海外（アジア）,1,3830678,72.4
2023-08-12,調査・レポート作成,調査,坂本 賢二,大阪,1,658054,64.9
2023-08-21,DX戦略策定,戦略,坂本 賢二,大阪,1,6065575,79.5
2023-08-23,M&Aデューデリ,M&A,森田 千夏,東京,1,5259348,80.9
2023-09-01,研修・ワークショップ,教育,竹内 綾子,大阪,1,432922,60.4
2023-09-02,業務プロセス改革,BPR,竹内 綾子,海外（アジア）,1,3865450,74.3
2023-09-13,PMO支援,PM,森田 千夏,福岡,1,1511278,70.6
2023-09-23,データ活用支援,データ,河野 裕樹,東京,1,1368761,73.2
2023-09-25,IT戦略ロードマップ,戦略,長谷川 亮,名古屋,1,3417674,77.0
2023-09-25,業務プロセス改革,BPR,坂本 賢二,海外（アジア）,1,2271688,72.9
2023-09-27,研修・ワークショップ,教育,竹内 綾子,大阪,1,796980,60.2
2023-10-01,データ活用支援,データ,坂本 賢二,大阪,1,1133301,74.2
2023-10-06,研修・ワークショップ,教育,長谷川 亮,東京,1,556200,62.7
2023-10-09,DX戦略策定,戦略,吉村 正一,大阪,1,5178682,78.7
2023-10-11,IT戦略ロードマップ,戦略,長谷川 亮,名古屋,1,2957733,77.1
2023-10-12,業務プロセス改革,BPR,河野 裕樹,海外（アジア）,1,2642820,73.6
2023-10-21,組織変革コンサル,人材,森田 千夏,福岡,1,1990882,71.0
2023-10-21,研修・ワークショップ,教育,長谷川 亮,東京,1,687900,60.1
2023-10-22,調査・レポート作成,調査,森田 千夏,福岡,1,778357,64.2
2023-10-23,DX戦略策定,戦略,長谷川 亮,名古屋,1,5958550,79.4
2023-11-03,データ活用支援,データ,竹内 綾子,東京,1,998522,72.7
2023-11-12,IT戦略ロードマップ,戦略,坂本 賢二,名古屋,1,2081648,75.5
2023-11-12,調査・レポート作成,調査,森田 千夏,東京,1,785179,62.8
2023-11-18,データ活用支援,データ,河野 裕樹,東京,1,1558356,72.7
2023-11-24,IT戦略ロードマップ,戦略,竹内 綾子,名古屋,1,1928449,75.3
2023-11-27,業務プロセス改革,BPR,竹内 綾子,名古屋,1,3931403,75.2
2023-12-08,組織変革コンサル,人材,河野 裕樹,名古屋,1,2212328,72.1
2023-12-09,DX戦略策定,戦略,吉村 正一,東京,1,4217166,77.6
2023-12-13,PMO支援,PM,長谷川 亮,海外（アジア）,1,1578680,70.7
2023-12-16,DX戦略策定,戦略,河野 裕樹,名古屋,1,6523596,79.2
2023-12-17,PMO支援,PM,吉村 正一,福岡,1,1414389,71.0
2023-12-23,調査・レポート作成,調査,坂本 賢二,海外（アジア）,1,1165499,63.6
2023-12-25,研修・ワークショップ,教育,吉村 正一,福岡,1,773433,62.2
2023-12-27,研修・ワークショップ,教育,坂本 賢二,福岡,1,440337,61.6
2024-01-02,M&Aデューデリ,M&A,吉村 正一,名古屋,1,4816292,81.0
2024-01-05,IT戦略ロードマップ,戦略,竹内 綾子,大阪,1,3085477,77.4
2024-01-05,業務プロセス改革,BPR,長谷川 亮,海外（アジア）,1,3898657,74.5
2024-01-05,データ活用支援,データ,森田 千夏,大阪,1,961869,73.7
2024-01-08,組織変革コンサル,人材,河野 裕樹,名古屋,1,2076978,70.7
2024-01-10,DX戦略策定,戦略,河野 裕樹,福岡,1,6565012,78.1
2024-01-10,PMO支援,PM,坂本 賢二,海外（アジア）,1,1335788,68.0
2024-01-11,研修・ワークショップ,教育,竹内 綾子,福岡,1,511479,59.9
2024-01-13,PMO支援,PM,長谷川 亮,大阪,1,1582675,69.3
2024-01-18,研修・ワークショップ,教育,吉村 正一,名古屋,1,478653,60.7
2024-02-01,M&Aデューデリ,M&A,竹内 綾子,名古屋,1,2732692,80.0
2024-02-02,データ活用支援,データ,河野 裕樹,福岡,1,1526162,72.5
2024-02-10,IT戦略ロードマップ,戦略,河野 裕樹,福岡,1,2387352,76.6
2024-02-13,DX戦略策定,戦略,長谷川 亮,東京,1,5771385,78.5
2024-02-17,調査・レポート作成,調査,吉村 正一,福岡,1,1159374,65.8
2024-02-20,調査・レポート作成,調査,長谷川 亮,福岡,1,708748,65.2
2024-02-20,DX戦略策定,戦略,長谷川 亮,名古屋,1,4937931,78.5
2024-02-25,データ活用支援,データ,森田 千夏,名古屋,1,1461510,71.2
2024-03-01,M&Aデューデリ,M&A,長谷川 亮,名古屋,1,2799161,79.7
2024-03-02,組織変革コンサル,人材,長谷川 亮,海外（アジア）,1,2402467,71.5
2024-03-02,研修・ワークショップ,教育,吉村 正一,名古屋,1,465346,63.9
2024-03-04,研修・ワークショップ,教育,坂本 賢二,名古屋,1,664465,63.8
2024-03-08,DX戦略策定,戦略,森田 千夏,海外（アジア）,1,7019376,77.7
2024-03-12,M&Aデューデリ,M&A,森田 千夏,海外（アジア）,1,2815752,79.1
2024-03-12,M&Aデューデリ,M&A,竹内 綾子,福岡,1,3288330,80.6
2024-03-13,DX戦略策定,戦略,竹内 綾子,大阪,1,5671078,79.2
2024-03-14,IT戦略ロードマップ,戦略,長谷川 亮,大阪,1,3064860,76.1
2024-03-15,組織変革コンサル,人材,竹内 綾子,福岡,1,2343698,72.0
2024-03-17,組織変革コンサル,人材,河野 裕樹,名古屋,1,2052081,72.7
2024-03-20,データ活用支援,データ,河野 裕樹,海外（アジア）,1,1593379,71.1
2024-03-21,M&Aデューデリ,M&A,坂本 賢二,名古屋,1,3029849,80.1
2024-03-22,M&Aデューデリ,M&A,吉村 正一,海外（アジア）,1,4390564,80.9
2024-03-24,調査・レポート作成,調査,吉村 正一,名古屋,1,793861,63.8
2024-03-24,PMO支援,PM,吉村 正一,福岡,1,1600759,68.8
2024-03-28,組織変革コンサル,人材,竹内 綾子,東京,1,2560316,72.1
2024-04-04,IT戦略ロードマップ,戦略,森田 千夏,海外（アジア）,1,3359053,74.4
2024-04-06,M&Aデューデリ,M&A,坂本 賢二,福岡,1,3915926,78.7
2024-04-10,業務プロセス改革,BPR,吉村 正一,東京,1,3346854,74.1
2024-04-15,業務プロセス改革,BPR,坂本 賢二,東京,1,2574923,72.8
2024-04-18,データ活用支援,データ,森田 千夏,大阪,1,1173067,73.0
2024-04-20,PMO支援,PM,坂本 賢二,海外（アジア）,1,1074948,69.6
2024-04-28,DX戦略策定,戦略,竹内 綾子,大阪,1,4157431,77.3
2024-04-28,PMO支援,PM,竹内 綾子,福岡,1,1139061,69.9
2024-05-02,業務プロセス改革,BPR,長谷川 亮,福岡,1,2611428,72.2
2024-05-04,業務プロセス改革,BPR,長谷川 亮,大阪,1,3484625,73.4
2024-05-04,業務プロセス改革,BPR,河野 裕樹,東京,1,3563921,73.2
2024-05-17,M&Aデューデリ,M&A,長谷川 亮,福岡,1,4422875,81.1
2024-05-23,研修・ワークショップ,教育,坂本 賢二,東京,1,757289,61.4
2024-05-24,調査・レポート作成,調査,吉村 正一,名古屋,1,773855,63.4
2024-06-08,業務プロセス改革,BPR,吉村 正一,大阪,1,2447940,75.3
2024-06-12,M&Aデューデリ,M&A,坂本 賢二,名古屋,1,4730907,80.5
2024-06-12,IT戦略ロードマップ,戦略,森田 千夏,福岡,1,3355377,74.8
2024-06-15,M&Aデューデリ,M&A,長谷川 亮,名古屋,1,4573689,79.7
2024-06-15,データ活用支援,データ,長谷川 亮,名古屋,1,990431,71.8
2024-06-17,DX戦略策定,戦略,森田 千夏,福岡,1,6479111,79.0
2024-07-02,M&Aデューデリ,M&A,竹内 綾子,大阪,1,3519546,79.3
2024-07-03,業務プロセス改革,BPR,河野 裕樹,大阪,1,2862701,75.0
2024-07-12,IT戦略ロードマップ,戦略,森田 千夏,福岡,1,2195981,75.5
2024-07-16,PMO支援,PM,河野 裕樹,海外（アジア）,1,1270518,70.3
2024-07-18,DX戦略策定,戦略,長谷川 亮,海外（アジア）,1,6863394,76.6
2024-07-20,業務プロセス改革,BPR,河野 裕樹,海外（アジア）,1,2271826,73.1
2024-07-21,PMO支援,PM,吉村 正一,大阪,1,1432500,70.2
2024-07-24,DX戦略策定,戦略,竹内 綾子,名古屋,1,4365558,78.3
2024-07-26,DX戦略策定,戦略,長谷川 亮,大阪,1,4391216,77.5
2024-08-06,業務プロセス改革,BPR,竹内 綾子,東京,1,3825018,73.4
2024-08-16,PMO支援,PM,坂本 賢二,名古屋,1,1596016,70.8
2024-08-17,研修・ワークショップ,教育,河野 裕樹,福岡,1,652862,60.6
2024-08-18,DX戦略策定,戦略,竹内 綾子,大阪,1,5601277,77.2
2024-08-21,データ活用支援,データ,坂本 賢二,福岡,1,1811382,73.9
2024-09-04,IT戦略ロードマップ,戦略,森田 千夏,大阪,1,2357432,77.4
2024-09-07,調査・レポート作成,調査,竹内 綾子,名古屋,1,684540,65.6
2024-09-11,調査・レポート作成,調査,長谷川 亮,名古屋,1,971113,65.9
2024-09-13,IT戦略ロードマップ,戦略,吉村 正一,福岡,1,2084112,75.0
2024-09-16,IT戦略ロードマップ,戦略,長谷川 亮,海外（アジア）,1,3216572,74.4
2024-09-20,DX戦略策定,戦略,坂本 賢二,福岡,1,3755791,79.4
2024-09-22,IT戦略ロードマップ,戦略,河野 裕樹,海外（アジア）,1,3014723,75.4
2024-09-24,IT戦略ロードマップ,戦略,竹内 綾子,大阪,1,2220940,76.2
2024-09-25,組織変革コンサル,人材,長谷川 亮,名古屋,1,2019370,72.9
2024-09-28,IT戦略ロードマップ,戦略,竹内 綾子,海外（アジア）,1,3366430,76.6
2024-10-02,PMO支援,PM,坂本 賢二,名古屋,1,1272799,70.3
2024-10-03,研修・ワークショップ,教育,竹内 綾子,海外（アジア）,1,846167,61.9
2024-10-12,研修・ワークショップ,教育,森田 千夏,大阪,1,443612,62.2
2024-10-13,データ活用支援,データ,坂本 賢二,名古屋,1,1190058,71.8
2024-10-16,DX戦略策定,戦略,河野 裕樹,海外（アジア）,1,4032422,79.3
2024-10-18,DX戦略策定,戦略,竹内 綾子,海外（アジア）,1,6823604,79.3
2024-10-19,PMO支援,PM,竹内 綾子,海外（アジア）,1,1297614,71.1
2024-10-24,PMO支援,PM,吉村 正一,大阪,1,1308392,70.4
2024-10-25,調査・レポート作成,調査,長谷川 亮,福岡,1,774908,65.2
2024-10-27,組織変革コンサル,人材,河野 裕樹,東京,1,1315745,70.9
2024-10-28,DX戦略策定,戦略,竹内 綾子,海外（アジア）,1,6563901,78.5
2024-11-07,IT戦略ロードマップ,戦略,河野 裕樹,大阪,1,3181122,76.8
2024-11-11,調査・レポート作成,調査,森田 千夏,大阪,1,669944,67.0
2024-11-13,研修・ワークショップ,教育,竹内 綾子,大阪,1,766825,61.5
2024-11-15,調査・レポート作成,調査,吉村 正一,福岡,1,956989,63.2
2024-11-15,組織変革コンサル,人材,吉村 正一,東京,1,2097807,72.3
2024-11-23,データ活用支援,データ,坂本 賢二,大阪,1,1499023,74.3
2024-11-24,業務プロセス改革,BPR,坂本 賢二,東京,1,4044004,75.1
2024-11-27,調査・レポート作成,調査,吉村 正一,福岡,1,1195587,64.3
2024-11-28,IT戦略ロードマップ,戦略,吉村 正一,大阪,1,3271163,74.5
2024-12-01,調査・レポート作成,調査,河野 裕樹,名古屋,1,962159,63.3
2024-12-01,データ活用支援,データ,吉村 正一,名古屋,1,1197232,73.1
2024-12-04,調査・レポート作成,調査,竹内 綾子,東京,1,719577,66.0
2024-12-13,M&Aデューデリ,M&A,坂本 賢二,海外（アジア）,1,4143319,81.1
2024-12-23,業務プロセス改革,BPR,森田 千夏,東京,1,3220860,72.9
2024-12-27,研修・ワークショップ,教育,竹内 綾子,福岡,1,442262,59.7
